0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.635728	0.860188	5.01474	2.89279	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.04469	0.751904	9.40181	0.45503	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.01355	0.570857	5.54067	1.05577	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.37928	0.643406	5.88548	0.761686	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.66684	0.578595	5.77486	0.210733	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.00892	0.600042	5.9062	0.117432	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.22821	0.615825	5.50732	0.200198	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.53449	0.630515	5.56774	0.17056	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.80349	0.631008	5.44804	0.115664	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.06379	0.63761	5.42629	0.130584	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.35098	0.579987	5.38332	-0.142323	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.67291	0.520251	5.48124	-0.369432	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.95366	0.548436	5.50287	-0.202894	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.24222	0.545857	5.52551	-0.181348	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.49932	0.572397	5.35484	-0.069529	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.69311	0.652305	5.22128	0.230848	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.94499	0.654588	5.05431	0.182949	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.2513	0.655793	5.14988	0.145284	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.51305	0.665533	5.27569	0.165691	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.81678	0.680174	5.34621	0.177956	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.05678	0.625347	5.13325	-0.0340072	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.31371	0.71762	5.1232	0.254054	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.56425	0.748161	5.06642	0.304566	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.81251	0.748944	5.05891	0.261964	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.05407	0.735663	4.88005	0.16758	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.26851	0.81358	4.81908	0.377417	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.56905	0.82815	5.16054	0.381756	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.82569	0.806166	5.16268	0.262209	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.0737	0.823439	4.9795	0.259394	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31043	0.838994	4.95706	0.26841	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.58455	0.929243	5.2367	0.511441	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.82842	0.988412	5.20098	0.609558	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12096	1.02676	5.24633	0.626629	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36265	1.05743	5.20896	0.627326	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64408	1.13121	5.25742	0.747231	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92434	1.26324	5.27801	1.01085	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1698	1.34518	5.01923	1.07246	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3912	1.4243	4.96197	1.14743	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6213	1.49445	4.72715	1.15683	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8395	1.5197	4.69892	1.06937	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1109	1.56196	4.8904	1.05077	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3937	1.60798	4.96115	1.02739	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6252	1.64891	4.86434	0.990779	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8522	1.71852	4.83177	1.04798	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1129	1.80215	4.99173	1.15132	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3582	1.83279	4.98793	1.07843	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6179	1.88142	5.09445	1.07572	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8185	2.03342	4.98117	1.35	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0894	2.1405	5.1297	1.47478	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.2964	2.29509	5.02622	1.70065	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4713	2.42106	4.61203	1.77573	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7202	2.54808	4.6386	1.87598	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9413	2.64638	4.58152	1.88285	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1692	2.8147	4.56472	2.08205	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4228	2.92134	4.73914	2.11166	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6313	2.99041	4.69426	2.01908	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8653	3.13899	4.73857	2.16018	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0775	3.34842	4.67141	2.43487	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2901	3.49518	4.46169	2.4669	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5047	3.69757	4.42801	2.67824	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.7188	3.80908	4.36557	2.60567	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9408	3.96046	4.36749	2.66067	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1412	4.08997	4.15302	2.60689	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3334	4.30592	4.10272	2.83551	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.549	4.44968	4.12797	2.84028	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.7238	4.63126	4.05863	2.95067	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8851	4.77532	3.68426	2.86316	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0382	5.03283	3.59495	3.16895	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.2165	5.16762	3.55429	3.0925	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.368	5.37135	3.49076	3.22626	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5341	5.49819	3.40002	3.10932	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.7209	5.63739	3.43656	3.06325	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8763	5.79303	3.2741	3.03005	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0402	6.02235	3.25114	3.23167	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1993	6.2038	3.22178	3.27879	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.3123	6.48712	3.09376	3.59859	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.4527	6.67218	2.97101	3.58052	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.597	6.82205	2.97233	3.50672	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.7541	7.0081	3.0187	3.54535	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
18.9508	7.16595	3.11287	3.48383	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
19.0517	7.32431	2.78808	3.36876	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.1266	7.64476	2.61354	3.77401	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.256	7.82717	2.59334	3.74981	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.3266	8.07721	2.45747	3.92478	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.4313	8.26782	2.4232	3.91533	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.5252	8.42481	2.3842	3.82498	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.6283	8.59918	2.24161	3.73347	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.784	8.80018	2.32142	3.75705	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8703	8.98881	2.10996	3.69708	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.9867	9.25945	2.09965	3.90958	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
20.0468	9.44354	1.81269	3.79609	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.116	9.72942	1.73407	4.04299	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.1788	9.97366	1.68203	4.16329	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.2153	10.2923	1.54494	4.45275	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
20.2423	10.4975	1.23881	4.31152	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
20.2892	10.8105	1.16948	4.55694	20.371	11.0109	20.1663	10.864	0.722256	4.7934
20.3167	11.0629	1.0362	4.59459	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
20.3517	11.3171	0.992015	4.66017	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
20.3157	11.524	0.48282	4.42145	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
20.3799	11.784	0.547431	4.50323	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
20.402	12.0137	0.624312	4.571	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
20.3823	12.3395	0.478592	4.82405	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
20.3498	12.5387	0.0702289	4.54224	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
20.3727	12.7924	0.0983812	4.59976	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
20.3738	12.9917	-0.0236081	4.44145	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
20.3361	13.2185	-0.101234	4.46544	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
20.3049	13.4311	-0.222161	4.40031	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
20.2744	13.7255	-0.295943	4.58466	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
20.2336	13.9202	-0.522724	4.37683	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
20.1644	14.2126	-0.64647	4.56644	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
20.0995	14.4195	-0.825028	4.43828	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
19.9753	14.7151	-1.03407	4.64124	19.781	14.773	19.934	14.6897	-1.30687	4.62805
